原始ID,名称,模块,实现状态,本地运行状态,绿色,本地验证范围,原版成对验证,剩余问题,后续验证要求
native:switch_curl_mime_free:src/include/switch_curl.h:57,switch_curl_mime_free,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_curl_process_mime:src/include/switch_curl.h:56,switch_curl_process_mime,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_curl_slist_append:src/include/switch_curl.h:50,switch_curl_slist_append,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_curl_slist_free_all:src/include/switch_curl.h:51,switch_curl_slist_free_all,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_cut_path:src/include/switch_utils.h:1060,switch_cut_path,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_database_available:src/include/switch_core.h:2777,switch_database_available,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_default_ptime:src/include/switch_core.h:2790,switch_default_ptime,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_default_rate:src/include/switch_core.h:2791,switch_default_rate,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_delete_profile_timer:src/include/switch_profile.h:58,switch_delete_profile_timer,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_add_global_var:src/include/switch_ivr.h:1064,switch_dial_handle_add_global_var,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_add_global_var_printf:src/include/switch_ivr.h:1065,switch_dial_handle_add_global_var_printf,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_add_leg_list:src/include/switch_ivr.h:1061,switch_dial_handle_add_leg_list,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_add_leg_var:src/include/switch_ivr.h:1066,switch_dial_handle_add_leg_var,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_add_leg_var_printf:src/include/switch_ivr.h:1067,switch_dial_handle_add_leg_var_printf,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_create:src/include/switch_ivr.h:1055,switch_dial_handle_create,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_create_json:src/include/switch_ivr.h:1057,switch_dial_handle_create_json,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_create_json_obj:src/include/switch_ivr.h:1056,switch_dial_handle_create_json_obj,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_destroy:src/include/switch_ivr.h:1058,switch_dial_handle_destroy,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_get_global_vars:src/include/switch_ivr.h:1070,switch_dial_handle_get_global_vars,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_get_peers:src/include/switch_ivr.h:1068,switch_dial_handle_get_peers,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_get_total:src/include/switch_ivr.h:1073,switch_dial_handle_get_total,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_get_vars:src/include/switch_ivr.h:1069,switch_dial_handle_get_vars,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_list_add_global_var:src/include/switch_ivr.h:1081,switch_dial_handle_list_add_global_var,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_list_add_global_var_printf:src/include/switch_ivr.h:1082,switch_dial_handle_list_add_global_var_printf,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_list_create:src/include/switch_ivr.h:1078,switch_dial_handle_list_create,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_list_create_handle:src/include/switch_ivr.h:1079,switch_dial_handle_list_create_handle,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_list_create_json:src/include/switch_ivr.h:1077,switch_dial_handle_list_create_json,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_list_create_json_obj:src/include/switch_ivr.h:1076,switch_dial_handle_list_create_json_obj,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_list_destroy:src/include/switch_ivr.h:1080,switch_dial_handle_list_destroy,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_list_serialize_json:src/include/switch_ivr.h:1075,switch_dial_handle_list_serialize_json,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_list_serialize_json_obj:src/include/switch_ivr.h:1074,switch_dial_handle_list_serialize_json_obj,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_serialize_json:src/include/switch_ivr.h:1060,switch_dial_handle_serialize_json,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_handle_serialize_json_obj:src/include/switch_ivr.h:1059,switch_dial_handle_serialize_json_obj,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_leg_get_var:src/include/switch_ivr.h:1072,switch_dial_leg_get_var,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_leg_get_vars:src/include/switch_ivr.h:1071,switch_dial_leg_get_vars,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_leg_list_add_leg:src/include/switch_ivr.h:1062,switch_dial_leg_list_add_leg,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dial_leg_list_add_leg_printf:src/include/switch_ivr.h:1063,switch_dial_leg_list_add_leg_printf,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_digest:src/include/switch_utils.h:1511,switch_digest,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_digest_string:src/include/switch_utils.h:1512,switch_digest_string,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dir_close:src/include/switch_apr.h:919,switch_dir_close,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dir_count:src/include/switch_apr.h:921,switch_dir_count,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dir_make:src/include/switch_apr.h:891,switch_dir_make,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dir_make_recursive:src/include/switch_apr.h:900,switch_dir_make_recursive,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dir_next_file:src/include/switch_apr.h:920,switch_dir_next_file,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dir_open:src/include/switch_apr.h:918,switch_dir_open,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_directory_exists:src/include/switch_apr.h:883,switch_directory_exists,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dow_cmp:src/include/switch_utils.h:1371,switch_dow_cmp,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dow_int2str:src/include/switch_utils.h:1369,switch_dow_int2str,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dow_str2int:src/include/switch_utils.h:1370,switch_dow_str2int,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dso_data_sym:src/include/switch_dso.h:38,switch_dso_data_sym,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dso_destroy:src/include/switch_dso.h:35,switch_dso_destroy,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dso_func_sym:src/include/switch_dso.h:37,switch_dso_func_sym,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_dso_open:src/include/switch_dso.h:36,switch_dso_open,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_epoch_time_now:src/include/switch_core.h:2536,switch_epoch_time_now,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_escape_char:src/include/switch_utils.h:1043,switch_escape_char,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_escape_string:src/include/switch_utils.h:1045,switch_escape_string,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_escape_string_pool:src/include/switch_utils.h:1046,switch_escape_string_pool,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_add_array:src/include/switch_event.h:213,switch_event_add_array,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_add_body:src/include/switch_event.h:349,switch_event_add_body,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_add_header:src/include/switch_event.h:194,switch_event_add_header,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_add_header_string:src/include/switch_event.h:208,switch_event_add_header_string,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_add_header_string_nodup:src/include/switch_event.h:209,switch_event_add_header_string_nodup,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_add_presence_data_cols:src/include/switch_event.h:426,switch_event_add_presence_data_cols,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_binary_deserialize:src/include/switch_event.h:315,switch_event_binary_deserialize,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_binary_serialize:src/include/switch_event.h:316,switch_event_binary_serialize,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_bind:src/include/switch_event.h:255,switch_event_bind,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_bind_removable:src/include/switch_event.h:270,switch_event_bind_removable,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_build_param_string:src/include/switch_event.h:424,switch_event_build_param_string,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_channel_bind:src/include/switch_event.h:434,switch_event_channel_bind,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_channel_broadcast:src/include/switch_event.h:431,switch_event_channel_broadcast,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_channel_deliver:src/include/switch_event.h:432,switch_event_channel_deliver,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_channel_permission_clear:src/include/switch_event.h:462,switch_event_channel_permission_clear,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_channel_permission_modify:src/include/switch_event.h:461,switch_event_channel_permission_modify,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
native:switch_event_channel_permission_verify:src/include/switch_event.h:460,switch_event_channel_permission_verify,core/public_headers,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
